WormBase Sequence Name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene stable ID
C42D8.3	X	5087840	5092538	1	WBGene00006862
F56B6.4	X	3537641	3540940	1	WBGene00006863
F56B6.5	X	3528812	3531826	1	WBGene00006864
M03A1.1	II	4572000	4590970	1	WBGene00006868
M142.4	III	10920336	10926041	1	WBGene00006873
K12F2.2	V	12213327	12225935	1	WBGene00006874
T22C8.8	II	8636233	8637711	-1	WBGene00006875
ZK1151.1	I	11747428	11792118	-1	WBGene00006876
R07B1.1	X	9847275	9849518	1	WBGene00006881
T22D2.1	II	2443279	2451130	1	WBGene00006882
F11C7.3	X	17393789	17396556	-1	WBGene00006886
C35B8.2	X	9216867	9232075	-1	WBGene00006887
Y54E10A.9	I	3150346	3162387	-1	WBGene00006888
T06G6.9	I	12728137	12729870	1	WBGene00006889
K07E3.8	X	8087554	8089427	-1	WBGene00006890
F10E7.4	II	7116557	7120558	1	WBGene00006893
T17A3.1	III	156824	163542	1	WBGene00006894
F59F3.1	X	10992483	10997846	1	WBGene00006896
F59F3.5	X	10982351	10987928	1	WBGene00006897
R10E11.8	III	9781243	9782057	1	WBGene00006910
T01H3.1	II	7878083	7879406	-1	WBGene00006913
F35H10.4	IV	8303968	8307369	1	WBGene00006914
C17H12.14	IV	6791074	6792629	1	WBGene00006917
ZK970.4	II	10303007	10303713	-1	WBGene00006918
F46F11.5	I	5609310	5610270	-1	WBGene00006919
Y38F2AL.3	IV	2307819	2314567	-1	WBGene00006920
F20B6.2	X	4191094	4193144	1	WBGene00006921
F08B1.1	II	5323005	5340826	1	WBGene00006923
F56D12.5	II	1321037	1323170	1	WBGene00006924
T20D3.7	IV	9339403	9341790	-1	WBGene00006931
B0025.1	I	6028486	6033457	1	WBGene00006932
F59G1.3	II	5907794	5911222	1	WBGene00006933
T21C9.2	V	10566365	10576419	-1	WBGene00006934
ZC513.4	V	8031411	8035014	1	WBGene00006935
Y87G2A.5	I	13547898	13559361	-1	WBGene00006936
Y56A3A.32	III	11990167	11999552	1	WBGene00006937
Y53C12A.1	II	9713737	9716467	-1	WBGene00006940
C46C2.1	IV	9200102	9212235	1	WBGene00006941
F41D9.3	X	8387448	8392584	-1	WBGene00006942
Y80D3A.1	V	18853127	18859221	-1	WBGene00006945
C34E10.4	III	5236410	5240055	1	WBGene00006946
F52E4.6	X	3092395	3094448	-1	WBGene00006948
F38E11.7	IV	9475863	9477446	-1	WBGene00006949
W03D2.5	IV	4050049	4051639	-1	WBGene00006951
ZK377.1	X	3480251	3483649	1	WBGene00006952
B0344.2	X	1576637	1591296	1	WBGene00006955
ZK1290.8	II	7533300	7534563	-1	WBGene00006956
R06C1.3	I	11924785	11929511	-1	WBGene00006958
R74.3	III	4193809	4195358	1	WBGene00006959
F02D8.3	V	14980354	14982626	1	WBGene00006960
B0041.7	I	4665744	4671738	-1	WBGene00006961
K07G5.2	I	7159714	7160917	1	WBGene00006963
Y48B6A.3	II	14155768	14166018	1	WBGene00006964
K08F11.4	IV	4710861	4712624	-1	WBGene00006968
F28F9.1	IV	3855843	3861552	1	WBGene00006970
M03D4.1	IV	6118219	6121775	1	WBGene00006974
K10C3.3	I	9847406	9850082	1	WBGene00006978
F42F12.2	X	12340378	12341438	-1	WBGene00006979
C14F5.2	X	7930738	7931808	1	WBGene00006980
C09C7.1	X	7925434	7926594	1	WBGene00006981
F54D7.4	I	4790644	4792560	-1	WBGene00006984
Y39E4B.8	III	13119820	13133938	1	WBGene00006985
F59E12.2	II	5649737	5654422	1	WBGene00006988
Y79H2A.11	III	12058844	12072293	1	WBGene00006993
F22B5.7	II	8457818	8464517	1	WBGene00006994
C08B11.1	II	8017669	8020785	1	WBGene00006996
ZK546.1	II	4949902	4953488	1	WBGene00006997
F42G4.3	II	13056814	13071530	1	WBGene00006999
Y71H2AM.23	III	2811870	2814969	-1	WBGene00007000
C43E11.4	I	4247754	4249415	1	WBGene00007001
C44C8.6	IV	885346	890200	1	WBGene00007007
R05D3.4	III	8358625	8362496	1	WBGene00007008
Y65B4BR.4	I	537122	542200	1	WBGene00007009
R10E12.1	III	9957357	9963171	1	WBGene00007010
T23C6.1	X	17151522	17154595	1	WBGene00007011
ZK546.13	II	4942107	4943949	-1	WBGene00007012
Y62F5A.1	II	11527172	11533814	-1	WBGene00007013
T09A5.6	II	7853880	7855042	-1	WBGene00007014
R144.9	III	5021224	5021910	1	WBGene00007015
R12B2.5	III	5828603	5833745	-1	WBGene00007016
Y113G7B.18	V	20250881	20267244	-1	WBGene00007017
C55B7.9	I	6492722	6494754	-1	WBGene00007018
Y71H2B.6	III	2598057	2603299	1	WBGene00007019
Y104H12D.1	IV	1187799	1192977	1	WBGene00007020
C24H11.6	III	11774950	11776675	1	WBGene00007021
ZK970.3	II	10301163	10301888	1	WBGene00007022
W01A8.1	I	7057170	7059351	1	WBGene00007024
Y111B2A.22	III	12714566	12743929	1	WBGene00007027
C47D12.1	II	11661583	11675927	-1	WBGene00007028
VC5.4	V	7081537	7084662	-1	WBGene00007029
Y111B2A.11	III	12599304	12608604	-1	WBGene00007030
ZK430.3	II	4417683	4419131	1	WBGene00007036
C26C6.1	I	7495437	7503577	1	WBGene00007042
T24D1.4	I	9960370	9961973	-1	WBGene00007043
B0495.10	II	7711871	7718591	-1	WBGene00007044
T20F10.1	I	10291870	10297927	-1	WBGene00007047
C16A3.7	III	6375379	6379190	1	WBGene00007048
C53A5.4	V	14534446	14536309	-1	WBGene00007049
F18C5.3	II	6536380	6554846	1	WBGene00007050
T04D1.4	I	4685865	4698575	-1	WBGene00007053
B0379.4	I	10085713	10102012	-1	WBGene00007054
F41E6.6	V	8594914	8597500	1	WBGene00007055
F09G8.2	III	8268609	8270680	1	WBGene00007056
W02D3.6	I	6729996	6730959	-1	WBGene00007057
F08C6.3	X	7565323	7568152	1	WBGene00007059
Y59A8B.9	V	18055969	18060708	1	WBGene00007062
2L52.1	II	1848	4717	1	WBGene00007063
2RSSE.1	II	15268212	15275689	1	WBGene00007064
4R79.2	IV	17480396	17483332	-1	WBGene00007067
B0001.4	IV	12135074	12138193	-1	WBGene00007089
B0024.9	V	10314641	10315304	1	WBGene00007099
B0024.10	V	10315245	10317394	-1	WBGene00007100
B0024.11	V	10317490	10319534	-1	WBGene00007101
B0024.13	V	10320715	10322304	1	WBGene00007102
B0024.14	V	10322288	10332112	-1	WBGene00007103
B0035.1	IV	11310972	11312515	1	WBGene00007105
B0035.4	IV	11315142	11315877	1	WBGene00007107
B0035.5	IV	11317419	11319951	1	WBGene00007108
B0035.11	IV	11327576	11329369	-1	WBGene00007110
B0035.12	IV	11329466	11332969	-1	WBGene00007111
B0035.15	IV	11296952	11298388	-1	WBGene00007113
B0035.16	IV	11295074	11296887	-1	WBGene00007114
B0240.2	V	11733733	11736968	-1	WBGene00007117
B0240.4	V	11731120	11733472	-1	WBGene00007118
B0250.2	V	20476748	20479089	-1	WBGene00007119
B0250.9	V	20480792	20485385	-1	WBGene00007126
B0272.2	X	9440079	9441571	-1	WBGene00007128
B0285.1	III	4332996	4340464	1	WBGene00007135
B0285.4	III	4343446	4345366	1	WBGene00007137
B0285.7	III	4356539	4364974	1	WBGene00007139
B0334.4	II	11495692	11496663	1	WBGene00007144
B0334.5	II	11497665	11499620	1	WBGene00007145
B0365.1	V	13116488	13120167	1	WBGene00007150
B0379.1	I	10074952	10077749	1	WBGene00007155
B0393.2	III	4754432	4757017	1	WBGene00007167
B0393.4	III	4759744	4763609	-1	WBGene00007169
B0393.5	III	4765833	4776342	1	WBGene00007170
B0393.7	III	4776264	4778065	-1	WBGene00007172
B0395.2	X	16030806	16034816	1	WBGene00007174
B0399.1	V	19565386	19606115	1	WBGene00007176
B0464.2	III	9491640	9497044	1	WBGene00007184
B0464.6	III	9462989	9465965	-1	WBGene00007186
B0464.9	III	9465767	9467177	1	WBGene00007188
B0491.1	II	11348430	11349946	1	WBGene00007189
B0491.4	II	11340134	11343530	-1	WBGene00007191
B0491.5	II	11343716	11345743	-1	WBGene00007192
B0513.2	IV	13882734	13884177	1	WBGene00007195
B0513.5	IV	13868556	13876615	-1	WBGene00007197
B0513.9	IV	13860339	13865346	-1	WBGene00007200
B0564.1	IV	13099378	13100608	1	WBGene00007201
B0564.3	IV	13108141	13109799	-1	WBGene00007203
B0564.4	IV	13111520	13113082	-1	WBGene00007204
B0564.7	IV	13100715	13104641	1	WBGene00007207
BE10.2	III	12793386	12798157	-1	WBGene00007210
C01A2.2	I	13397270	13398529	1	WBGene00007214
C01A2.3	I	13387819	13391450	1	WBGene00007215
C01A2.5	I	13384752	13387084	1	WBGene00007217
C01F6.1	IV	9096842	9099364	1	WBGene00007221
C01G6.4	II	9271265	9273042	-1	WBGene00007226
C01G10.8	V	15084059	15085382	-1	WBGene00007235
C01G10.10	V	15080134	15082533	-1	WBGene00007237
C01G10.14	V	15105327	15105943	-1	WBGene00007239
C01G12.1	II	14573615	14576558	1	WBGene00007242
C01G12.8	II	14593581	14597657	1	WBGene00007248
C01H6.2	I	7204541	7207717	-1	WBGene00007252
C01H6.6	I	7222296	7224381	1	WBGene00007255
C01H6.7	I	7224656	7227767	1	WBGene00007256
C01H6.9	I	7229433	7233121	-1	WBGene00007258
C02C6.2	X	15537662	15546323	1	WBGene00007260
C02C6.3	X	15546688	15552233	-1	WBGene00007261
C02D4.1	X	15284182	15286227	1	WBGene00007262
C03C10.2	III	4091126	4093311	1	WBGene00007269
C03C10.4	III	4096896	4098190	-1	WBGene00007270
C03C11.1	I	10014547	10015495	1	WBGene00007274
C03D6.5	I	9658274	9660080	1	WBGene00007277
C03H12.1	X	15689449	15696423	1	WBGene00007284
C04A11.3	X	13677192	13682340	1	WBGene00007287
C04C11.2	X	14033794	14037447	1	WBGene00007296
C04F12.1	I	9673668	9678553	-1	WBGene00007297
C04F12.8	I	9697237	9699561	-1	WBGene00007302
C04G2.2	IV	10090658	10092379	1	WBGene00007305
C04G2.9	IV	10112870	10114287	1	WBGene00007308
C04H5.1	II	14534300	14535365	1	WBGene00007312
C05B5.4	III	9993885	9996235	1	WBGene00007321
C05C10.6	II	9940758	9944006	1	WBGene00007333
C05C12.6	IV	11231670	11233124	-1	WBGene00007338
C05G5.3	X	14750849	14752011	-1	WBGene00007349
C05G5.4	X	14754026	14756459	1	WBGene00007350
C05G5.5	X	14756075	14760963	-1	WBGene00007351
C06A1.1	II	10560018	10563407	-1	WBGene00007352
C06A1.3	II	10572247	10574067	1	WBGene00007354
C06A1.5	II	10579366	10579955	1	WBGene00007355
C06A12.3	IV	17427717	17429602	1	WBGene00007357
C06A12.5	IV	17429637	17431968	-1	WBGene00007358
C06B3.4	V	13906492	13908135	1	WBGene00007363
C06B3.5	V	13904611	13905996	1	WBGene00007364
C06B8.7	V	15498743	15511421	1	WBGene00007372
C06C3.3	II	9369178	9372485	-1	WBGene00007374
C06C3.4	II	9373291	9374889	1	WBGene00007375
C06H2.1	V	11122820	11123867	-1	WBGene00007385
C06H2.2	V	11125222	11127306	1	WBGene00007386
C06H2.3	V	11127497	11130085	1	WBGene00007387
C06H2.4	V	11141498	11143121	1	WBGene00007388
C06H2.5	V	11134609	11140323	1	WBGene00007389
C07A4.1	X	10167096	10171668	1	WBGene00007396
C07A4.2	X	10172326	10174185	1	WBGene00007397
C07A4.3	X	10174985	10175896	1	WBGene00007398
C07A9.2	III	9694668	9696517	-1	WBGene00007400
C07B5.3	X	9522488	9523173	-1	WBGene00007408
C07B5.4	X	9529533	9536631	1	WBGene00007409
C07E3.1	II	10346981	10350007	-1	WBGene00007412
C07E3.2	II	10339692	10345112	-1	WBGene00007413
C07E3.9	II	10350760	10351613	1	WBGene00007419
C08B6.7	V	10130405	10134148	-1	WBGene00007428
C08B6.8	V	10134643	10143081	1	WBGene00007429
C08B11.3	II	8022649	8027756	-1	WBGene00007433
C08B11.6	II	8035869	8037346	-1	WBGene00007434
C08B11.8	II	8040006	8041732	1	WBGene00007435
C08E8.2	V	18353510	18355842	-1	WBGene00007438
C08E8.4	V	18371846	18373528	1	WBGene00007440
C08F8.1	IV	11150113	11150892	1	WBGene00007443
C08F8.2	IV	11149189	11154334	1	WBGene00007444
C08H9.2	II	9886557	9891081	-1	WBGene00007463
C08H9.3	II	9882728	9886442	-1	WBGene00007464
C08H9.15	II	9881193	9882530	1	WBGene00007474
C09F9.2	II	14705512	14712800	1	WBGene00007479
C09F9.3	II	14720552	14733524	-1	WBGene00007480
C09G1.4	X	15987971	15996936	-1	WBGene00007486
C09G5.2	II	10702509	10714297	-1	WBGene00007488
C09G5.8	II	10720231	10729252	1	WBGene00007490
C09G9.1	IV	8862173	8865483	-1	WBGene00007492
C09G9.2	IV	8868036	8869679	-1	WBGene00007493
C09H10.6	II	11106616	11108070	1	WBGene00007500
C09H10.9	II	11104462	11106046	1	WBGene00007503
C10C5.1	IV	9343358	9366506	-1	WBGene00007505
C10C5.3	IV	9374733	9376492	1	WBGene00007507
C10C5.4	IV	9378552	9380450	1	WBGene00007508
C10C5.5	IV	9381515	9383115	1	WBGene00007509
C10C6.6	IV	11473363	11479251	-1	WBGene00007514
C11E4.6	X	9610563	9617045	1	WBGene00007520
C11H1.2	X	14304946	14307767	-1	WBGene00007528
C11H1.3	X	14307863	14311683	-1	WBGene00007529
C12D8.1	V	10236160	10238902	-1	WBGene00007534
C12D8.5	V	10223513	10225760	-1	WBGene00007536
C13B4.1	II	14470371	14479627	-1	WBGene00007545
C13C4.1	V	12104273	12106507	1	WBGene00007546
C13C4.2	V	12101293	12103286	1	WBGene00007547
C13C4.4	V	12109168	12110978	-1	WBGene00007548
C13C4.5	V	12114993	12117443	1	WBGene00007549
C13G3.3	V	11027153	11030845	-1	WBGene00007554
C14A4.3	II	10584336	10587928	1	WBGene00007556
C14A4.8	II	10597174	10598100	-1	WBGene00007559
C14A4.11	II	10605717	10607275	-1	WBGene00007561
C14A4.12	II	10613020	10618332	1	WBGene00007562
C14A4.13	II	10618471	10620503	1	WBGene00007563
C14A4.14	II	10582618	10584236	1	WBGene00007564
C14B1.3	III	3703564	3705046	1	WBGene00007574
C14B1.5	III	3706886	3709225	1	WBGene00007576
C14B1.10	III	3709330	3713282	1	WBGene00007581
C14C10.4	V	12592568	12596296	-1	WBGene00007587
C14C10.7	V	12589633	12590717	-1	WBGene00007590
C14H10.1	X	10233739	10236944	-1	WBGene00007591
C14H10.2	X	10242325	10252879	-1	WBGene00007592
C14H10.3	X	10220644	10228137	-1	WBGene00007593
C15A7.1	X	12065264	12067432	1	WBGene00007594
C15A11.4	I	7398824	7401023	-1	WBGene00007598
C15A11.7	I	7404950	7408511	1	WBGene00007599
C15C6.4	I	12213109	12215184	1	WBGene00007603
C15C8.4	V	12745201	12747463	-1	WBGene00007606
C15H11.8	V	14422720	14423383	-1	WBGene00007616
C15H11.9	V	14423776	14425008	-1	WBGene00007617
C16C2.3	I	9715321	9728108	-1	WBGene00007620
C16C2.4	I	9712825	9715230	-1	WBGene00007621
C16C10.1	III	4178783	4181438	-1	WBGene00007622
C16C10.2	III	4177532	4178664	-1	WBGene00007623
C16C10.3	III	4172337	4176159	-1	WBGene00007624
C16C10.4	III	4171336	4172223	1	WBGene00007625
C16C10.5	III	4168797	4170949	-1	WBGene00007626
C16C10.6	III	4166944	4168765	-1	WBGene00007627
C16C10.11	III	4152054	4152915	1	WBGene00007630
C16D6.2	X	12537014	12551677	-1	WBGene00007635
C17D12.1	I	11611672	11616244	1	WBGene00007637
C17E4.3	I	9416704	9418884	-1	WBGene00007643
C17E4.6	I	9422556	9431120	1	WBGene00007645
C17E4.9	I	9431098	9433828	1	WBGene00007646
C17G1.5	X	9941630	9944838	1	WBGene00007652
C18B12.2	X	15026308	15031084	1	WBGene00007664
C18B12.4	X	15036662	15040602	-1	WBGene00007666
C18D1.4	II	10056311	10060582	-1	WBGene00007670
C18D11.1	III	11816569	11819806	1	WBGene00007679
C18E9.2	II	8965006	8966919	1	WBGene00007683
C18E9.4	II	8964238	8964901	-1	WBGene00007684
C18E9.6	II	8971965	8973566	-1	WBGene00007686
C18E9.8	II	8985900	8988062	-1	WBGene00007688
C18E9.10	II	8955240	8964149	-1	WBGene00007690
C23H4.6	X	12235621	12240781	1	WBGene00007694
C24F3.1	IV	10219373	10221281	-1	WBGene00007696
C24F3.2	IV	10222472	10223745	1	WBGene00007697
C24H11.1	III	11787690	11789496	1	WBGene00007699
C24H11.2	III	11790497	11792295	-1	WBGene00007700
C24H11.5	III	11780235	11781035	1	WBGene00007702
C24H11.7	III	11751320	11773681	-1	WBGene00007703
C25A1.1	I	10162379	10163578	1	WBGene00007705
C25A1.4	I	10169639	10172645	-1	WBGene00007706
C25A1.5	I	10177181	10178921	1	WBGene00007707
C25A1.6	I	10179042	10179236	1	WBGene00007708
C25A1.12	I	10191273	10192894	-1	WBGene00007711
C25A1.13	I	10193242	10193999	1	WBGene00007712
C25D7.1	V	15036237	15036869	-1	WBGene00007714
C25D7.8	V	15066298	15067464	1	WBGene00007718
C25G4.2	IV	12443236	12444046	-1	WBGene00007730
C25G4.3	IV	12444450	12445884	-1	WBGene00007731
C25G4.4	IV	12452066	12454215	-1	WBGene00007732
C25G4.6	IV	12455097	12456175	1	WBGene00007733
C25G4.10	IV	12468658	12474889	1	WBGene00007736
C26C6.6	I	7505951	7506693	1	WBGene00007740
C26C6.7	I	7508721	7512593	1	WBGene00007741
C26D10.3	II	8325386	8329658	1	WBGene00007744
C26D10.6	II	8350535	8354700	-1	WBGene00007746
C26G2.1	X	14654972	14662841	1	WBGene00007750
C26G2.2	X	14664289	14671336	1	WBGene00007751
C26H9A.2	IV	12653403	12674773	1	WBGene00007752
C27A7.1	V	12131442	12137395	1	WBGene00007753
C27A7.3	V	12140876	12144259	1	WBGene00007755
C27A7.5	V	12154875	12162299	-1	WBGene00007756
C27A7.8	V	12153076	12154264	1	WBGene00007758
C27A7.9	V	12154263	12154654	-1	WBGene00007759
C27B7.2	IV	8892858	8893854	1	WBGene00007760
C27B7.4	IV	8894083	8901386	1	WBGene00007761
C27C12.2	X	14845937	14849217	1	WBGene00007772
C27C12.4	X	14854131	14856518	1	WBGene00007774
C27C12.5	X	14849275	14852619	1	WBGene00007775
C27D8.2	IV	12712765	12714771	1	WBGene00007778
C27D8.4	IV	12704111	12706755	1	WBGene00007780
C27H6.2	V	9978791	9980802	-1	WBGene00007784
C27H6.8	V	9986330	9987788	-1	WBGene00007787
C29A12.4	V	10825012	10846695	1	WBGene00007799
C29A12.6	V	10847193	10852502	1	WBGene00007800
C29F7.3	X	13418841	13419934	-1	WBGene00007812
C29F7.6	X	13436454	13441883	1	WBGene00007813
C30H6.8	IV	17382298	17383087	1	WBGene00007825
C31C9.2	II	13636929	13638480	-1	WBGene00007836
C31E10.7	X	14001902	14003080	1	WBGene00007848
C31E10.8	X	14003020	14012595	-1	WBGene00007849
C32A3.2	III	3627986	3630368	-1	WBGene00007859
C32A3.3	III	3635876	3643670	1	WBGene00007860
C32C4.1	V	10636022	10645135	1	WBGene00007862
C33A11.1	X	15355238	15363861	1	WBGene00007877
C33A11.2	X	15365994	15369999	1	WBGene00007878
C33A12.1	IV	9523764	9524895	-1	WBGene00007880
C33A12.7	IV	9506936	9508779	-1	WBGene00007886
C33G3.3	X	14064313	14067984	-1	WBGene00007903
C33G3.4	X	14071162	14076295	1	WBGene00007904
C34B4.3	V	13066640	13071152	-1	WBGene00007908
C34B7.2	I	8336966	8341826	1	WBGene00007912
C34B7.4	I	8333082	8336144	1	WBGene00007914
C34C6.3	II	8691789	8694180	1	WBGene00007916
C34C6.4	II	8696591	8698928	-1	WBGene00007917
C34C12.3	III	3461703	3467687	1	WBGene00007922
C34C12.4	III	3467664	3469827	-1	WBGene00007923
C34C12.5	III	3472003	3473718	1	WBGene00007924
C34C12.7	III	3484813	3488341	-1	WBGene00007926
C34C12.8	III	3460406	3461590	1	WBGene00007927
C34D1.1	V	13222620	13225941	-1	WBGene00007929
C34D1.2	V	13236171	13236604	-1	WBGene00007930
C34E7.4	X	12932205	12934978	-1	WBGene00007934
C34F6.1	X	11192485	11196841	-1	WBGene00007938
C34F6.7	X	11210107	11215470	-1	WBGene00007941
C34F6.8	X	11215696	11218305	1	WBGene00007942
C34F6.10	X	11229213	11237383	-1	WBGene00007944
C35A5.3	V	10499355	10501395	-1	WBGene00007947
C35A5.4	V	10497059	10499324	1	WBGene00007948
C35A5.7	V	10510684	10514371	-1	WBGene00007951
C35A5.8	V	10521992	10525908	-1	WBGene00007952
C35A5.9	V	10526298	10528396	1	WBGene00007953
C35C5.3	X	11545091	11546495	-1	WBGene00007955
C35C5.6	X	11563923	11569531	1	WBGene00007956
C35C5.10	X	11554795	11559858	1	WBGene00007959
C36A4.4	III	3841262	3843614	-1	WBGene00007965
C36A4.9	III	3864036	3867098	1	WBGene00007969
C36B1.3	I	8728687	8730054	1	WBGene00007971
C36B1.5	I	8733413	8735717	-1	WBGene00007972
C36B1.7	I	8736213	8737038	1	WBGene00007974
C36B1.8	I	8737072	8742548	1	WBGene00007975
C36B1.10	I	8749616	8751397	-1	WBGene00007977
C36B1.12	I	8752236	8755678	1	WBGene00007979
C36E8.1	III	3999286	4004143	-1	WBGene00007980
C36E8.2	III	3989298	3992174	-1	WBGene00007981
C36E8.3	III	4006142	4009960	1	WBGene00007982
C36E8.4	III	4012336	4015763	1	WBGene00007983
C36F7.5	I	9574762	9576141	-1	WBGene00007986
C36H8.1	IV	12743039	12744813	-1	WBGene00007987
C37A5.7	I	14163447	14168309	1	WBGene00007991
C37E2.1	X	14170864	14174063	-1	WBGene00007993
C37E2.2	X	14176050	14178608	1	WBGene00007994
C37E2.3	X	14178988	14181705	1	WBGene00007995
C38C6.6	II	14627630	14630121	1	WBGene00007999
C38C10.2	III	9387601	9390107	-1	WBGene00008000
C38D4.5	III	4796839	4802907	1	WBGene00008006
C38D4.9	III	4803007	4804753	1	WBGene00008008
C38H2.1	III	10364951	10373231	1	WBGene00008018
C38H2.2	III	10381740	10385335	1	WBGene00008019
C39E9.10	IV	13087005	13089619	1	WBGene00008033
C39E9.11	IV	13091187	13093853	-1	WBGene00008034
C40H1.6	III	9331514	9332284	1	WBGene00008041
C41C4.7	II	8134765	8136916	-1	WBGene00008052
C41C4.8	II	8137880	8141276	1	WBGene00008053
C43F9.9	IV	10578667	10581786	1	WBGene00008076
C44B9.1	III	10869193	10874528	1	WBGene00008078
C44B9.2	III	10875459	10878061	1	WBGene00008079
C44B9.3	III	10878191	10880183	-1	WBGene00008080
C44B9.5	III	10896363	10901836	1	WBGene00008082
C44C10.9	X	11713240	11716511	-1	WBGene00008089
C44F1.1	III	3760378	3765556	-1	WBGene00008091
C44F1.2	III	3768500	3770321	1	WBGene00008092
C44H4.4	X	14568854	14589101	-1	WBGene00008094
C45G3.1	I	9221834	9226390	-1	WBGene00008107
C46C2.2	IV	9216952	9220397	1	WBGene00008110
C46C2.6	IV	9212375	9214236	1	WBGene00008114
C46F11.2	III	3650905	3652973	1	WBGene00008117
C46F11.4	III	3657716	3664494	-1	WBGene00008119
C46F11.5	III	3652866	3657602	-1	WBGene00008120
C46F11.6	III	3667022	3670436	-1	WBGene00008121
C47A4.1	IV	13715906	13716379	-1	WBGene00008122
C47A4.2	IV	13726930	13732829	1	WBGene00008123
C47A4.3	IV	13740951	13742344	-1	WBGene00008124
C47B2.2	I	12962042	12964579	-1	WBGene00008131
C47B2.6	I	12975183	12978749	1	WBGene00008132
C47B2.7	I	12978839	12982452	1	WBGene00008133
C47B2.9	I	12983004	12983974	1	WBGene00008134
C47D12.2	II	11676306	11679197	1	WBGene00008136
C47D12.8	II	11696171	11705371	1	WBGene00008140
C47E8.1	V	14666005	14667158	1	WBGene00008141
C47E8.4	V	14683706	14685528	-1	WBGene00008143
C47E12.3	IV	9999047	10001846	-1	WBGene00008148
C47E12.4	IV	9995472	9999032	-1	WBGene00008149
C47E12.6	IV	9983195	9989678	1	WBGene00008150
C47E12.7	IV	9980724	9982276	-1	WBGene00008151
C47F8.3	I	12315193	12316688	-1	WBGene00008159
C47F8.4	I	12317321	12318735	-1	WBGene00008160
C47F8.5	I	12321937	12324062	1	WBGene00008161
C47F8.6	I	12319350	12320854	1	WBGene00008162
C47G2.3	II	11288690	11290159	-1	WBGene00008164
C47G2.4	II	11290843	11293606	-1	WBGene00008165
C47G2.5	II	11297700	11301254	1	WBGene00008166
C48G7.3	V	14784167	14815659	-1	WBGene00008183
C49A1.10	I	14241898	14244452	-1	WBGene00008191
C49F8.2	X	13371612	13376992	-1	WBGene00008214
C49F8.3	X	13386057	13387547	-1	WBGene00008215
C50B6.2	V	13310186	13312260	-1	WBGene00008218
C50B6.8	V	13331117	13333871	-1	WBGene00008221
C50B6.9	V	13336369	13337957	1	WBGene00008222
C50B8.6	V	13578972	13580807	1	WBGene00008228
C50F4.4	V	9536771	9537769	1	WBGene00008232
C50F4.8	V	9517519	9518933	-1	WBGene00008233
C50F4.12	V	9537672	9539738	-1	WBGene00008236
C50F4.14	V	9547606	9549836	-1	WBGene00008237
C50F4.16	V	9539844	9541606	-1	WBGene00008238
C50H2.1	V	9889839	9894849	1	WBGene00008239
C51E3.6	V	10164135	10166463	-1	WBGene00008252
C52A11.2	II	10729804	10731627	-1	WBGene00008256
C52G5.2	X	12843311	12845384	1	WBGene00008260
C53A5.1	V	14523329	14524129	-1	WBGene00008262
C53A5.2	V	14522810	14523177	-1	WBGene00008263
C53B4.1	IV	8968290	8970565	1	WBGene00008271
C53B4.4	IV	8975532	8984706	1	WBGene00008274
C53D6.3	IV	9016788	9019101	1	WBGene00008280
C53D6.4	IV	9019175	9020940	-1	WBGene00008281
C53D6.7	IV	9034845	9037163	-1	WBGene00008284
C54C6.6	III	3534660	3537496	-1	WBGene00008288
C54C8.2	I	12444587	12446502	1	WBGene00008290
C54C8.3	I	12447167	12448421	-1	WBGene00008291
C54C8.5	I	12453389	12454764	1	WBGene00008293
C54D10.3	V	12418592	12419428	1	WBGene00008298
C54D10.5	V	12429357	12431196	1	WBGene00008300
C54E10.2	V	18819766	18831422	1	WBGene00008307
C54G4.1	I	8014412	8019572	1	WBGene00008311
C54G4.6	I	8019578	8020901	-1	WBGene00008316
C54G4.7	I	8019501	8022730	1	WBGene00008317
C54G10.4	V	14653491	14658174	-1	WBGene00008320
C55A6.1	V	11503811	11504884	-1	WBGene00008330
C55A6.2	V	11509068	11512318	1	WBGene00008331
C55A6.9	V	11521653	11523384	1	WBGene00008338
C55A6.10	V	11505352	11508271	1	WBGene00008339
C56A3.2	V	13529562	13530744	-1	WBGene00008341
C56A3.3	V	13531743	13536105	-1	WBGene00008342
C56A3.5	V	13551911	13553373	1	WBGene00008344
C56A3.8	V	13560278	13561992	1	WBGene00008346
D1025.2	X	14514136	14515073	-1	WBGene00008354
D1043.1	II	11582849	11588536	1	WBGene00008361
